1	2	1581991859	2016-02-23 21:36:59	2016-07-26 09:44:55	2016-07-26 09:44:55
2	3	77064678	2016-02-23 21:36:05	2016-07-26 09:44:55	2016-07-26 09:44:55
3	4	535478	2016-02-23 21:36:01	2016-07-26 09:44:56	2016-07-26 09:44:56
4	5	137101999	2016-02-23 21:36:08	2016-07-26 09:44:56	2016-07-26 09:44:56
5	6	534042	2016-02-23 21:36:00	2016-07-26 09:44:57	2016-07-26 09:44:57
6	7	804597363	2016-02-23 21:36:43	2016-07-26 09:44:57	2016-07-26 09:44:57
7	8	120579037	2016-02-23 21:36:07	2016-07-26 09:44:58	2016-07-26 09:44:58
8	9	191651353	2016-02-23 21:36:17	2016-07-26 09:44:59	2016-07-26 09:44:59
9	10	1547389578	2016-02-23 21:36:00	2016-07-26 09:44:59	2016-07-26 09:44:59
10	11	234245529	2016-02-23 21:34:51	2016-07-26 09:45:00	2016-07-26 09:45:00
11	12	713	2016-02-23 21:34:51	2016-07-26 09:45:00	2016-07-26 09:45:00
12	13	357773219	2016-02-23 21:35:10	2016-07-26 09:45:01	2016-07-26 09:45:01
13	14	189288756	2016-02-23 21:35:20	2016-07-26 09:45:01	2016-07-26 09:45:01
14	15	206364530	2016-02-23 21:35:31	2016-07-26 09:45:02	2016-07-26 09:45:02
15	16	140562286	2016-02-23 21:35:38	2016-07-26 09:45:02	2016-07-26 09:45:02
16	17	391910802	2016-02-26 23:51:10	2016-07-26 09:45:03	2016-07-26 09:45:03
17	18	244399666	2016-02-26 23:51:03	2016-07-26 09:45:03	2016-07-26 09:45:03
18	19	20164292	2016-02-26 23:50:51	2016-07-26 09:45:04	2016-07-26 09:45:04
19	20	219109136	2016-02-28 02:15:08	2016-07-26 09:45:05	2016-07-26 09:45:05
20	21	2266882	2016-02-28 02:14:57	2016-07-26 09:45:05	2016-07-26 09:45:05
21	22	134069414	2016-02-28 02:15:04	2016-07-26 09:45:06	2016-07-26 09:45:06
22	23	182802730	2016-02-28 07:27:08	2016-07-26 09:45:06	2016-07-26 09:45:06
23	24	3498	2016-02-28 07:34:20	2016-07-26 09:45:07	2016-07-26 09:45:07
24	25	178969870	2016-03-01 07:10:08	2016-07-26 09:45:07	2016-07-26 09:45:07
25	26	10516641	2016-03-03 13:40:13	2016-07-26 09:45:08	2016-07-26 09:45:08
26	27	83140491	2016-03-03 13:40:18	2016-07-26 09:45:08	2016-07-26 09:45:08
27	28	220903681	2016-03-03 13:40:25	2016-07-26 09:45:09	2016-07-26 09:45:09
28	29	190938614	2016-03-03 13:40:26	2016-07-26 09:45:09	2016-07-26 09:45:09
29	30	197368954	2016-03-03 13:40:22	2016-07-26 09:45:10	2016-07-26 09:45:10
30	31	20537420	2016-03-03 13:40:12	2016-07-26 09:45:10	2016-07-26 09:45:10
31	32	19797572	2016-03-03 13:40:13	2016-07-26 09:45:11	2016-07-26 09:45:11
32	33	181892259	2016-03-03 13:40:22	2016-07-26 09:45:12	2016-07-26 09:45:12
33	34	6561449	2016-03-03 13:40:12	2016-07-26 09:45:12	2016-07-26 09:45:12
34	35	44969714	2016-03-03 13:40:14	2016-07-26 09:45:13	2016-07-26 09:45:13
35	36	166558771	2016-03-03 15:38:16	2016-07-26 09:45:14	2016-07-26 09:45:14
36	37	99757466	2016-03-03 16:10:20	2016-07-26 09:45:15	2016-07-26 09:45:15
37	38	83242390	2016-03-03 16:41:59	2016-07-26 09:45:15	2016-07-26 09:45:15
38	39	146656672	2016-03-11 09:54:35	2016-07-26 09:45:16	2016-07-26 09:45:16
39	40	42754912	2016-03-11 09:54:24	2016-07-26 09:45:17	2016-07-26 09:45:17
40	41	134345166	2016-03-11 09:54:34	2016-07-26 09:45:18	2016-07-26 09:45:18
41	42	74226084	2016-03-11 09:54:27	2016-07-26 09:45:18	2016-07-26 09:45:18
42	43	16820	2016-03-11 09:54:19	2016-07-26 09:45:19	2016-07-26 09:45:19
43	44	178945661	2016-03-11 09:54:40	2016-07-26 09:45:20	2016-07-26 09:45:20
44	45	1512582	2016-03-11 09:54:25	2016-07-26 09:45:21	2016-07-26 09:45:21
45	46	128845522	2016-03-16 10:56:56	2016-07-26 09:45:22	2016-07-26 09:45:22
46	47	1530010	2016-03-16 10:56:40	2016-07-26 09:45:22	2016-07-26 09:45:22
47	48	223722688	2016-03-16 10:57:06	2016-07-26 09:45:23	2016-07-26 09:45:23
48	49	253585456	2016-03-16 10:56:54	2016-07-26 09:45:24	2016-07-26 09:45:24
49	50	187836597	2016-03-16 10:57:03	2016-07-26 09:45:25	2016-07-26 09:45:25
50	51	117163748	2016-03-16 10:56:56	2016-07-26 09:45:25	2016-07-26 09:45:25
51	52	4619	2016-03-16 16:29:11	2016-07-26 09:45:26	2016-07-26 09:45:26
52	53	17110072	2016-03-23 04:25:58	2016-07-26 09:45:27	2016-07-26 09:45:27
53	54	615459	2016-03-23 04:25:58	2016-07-26 09:45:28	2016-07-26 09:45:28
54	55	395	2016-03-23 04:25:57	2016-07-26 09:45:29	2016-07-26 09:45:29
55	56	6809	2016-03-23 04:25:57	2016-07-26 09:45:30	2016-07-26 09:45:30
56	57	395	2016-03-23 04:25:57	2016-07-26 09:45:31	2016-07-26 09:45:31
57	58	1539892	2016-03-23 04:25:58	2016-07-26 09:45:32	2016-07-26 09:45:32
58	59	63880560	2016-03-23 04:26:01	2016-07-26 09:45:33	2016-07-26 09:45:33
59	60	123164428	2016-03-23 04:26:05	2016-07-26 09:45:33	2016-07-26 09:45:33
60	61	246402642	2016-03-23 04:26:14	2016-07-26 09:45:34	2016-07-26 09:45:34
61	62	240760490	2016-03-23 04:26:12	2016-07-26 09:45:35	2016-07-26 09:45:35
62	63	198970095	2016-03-23 04:26:11	2016-07-26 09:45:36	2016-07-26 09:45:36
63	64	178570570	2016-03-30 07:15:01	2016-07-26 09:45:36	2016-07-26 09:45:36
64	65	23374008	2016-03-30 07:14:44	2016-07-26 09:45:37	2016-07-26 09:45:37
65	66	162079829	2016-03-30 07:15:01	2016-07-26 09:45:38	2016-07-26 09:45:38
66	67	814879962	2016-03-30 07:15:57	2016-07-26 09:45:39	2016-07-26 09:45:39
67	68	62971488	2016-03-30 07:14:49	2016-07-26 09:45:39	2016-07-26 09:45:39
68	69	29651916	2016-03-30 07:14:47	2016-07-26 09:45:40	2016-07-26 09:45:40
69	70	154527608	2016-03-30 07:15:05	2016-07-26 09:45:41	2016-07-26 09:45:41
70	71	179037855	2016-03-30 07:15:08	2016-07-26 09:45:42	2016-07-26 09:45:42
71	72	28067480	2016-03-30 07:15:05	2016-07-26 09:45:42	2016-07-26 09:45:42
72	73	4332	2016-03-30 07:15:01	2016-07-26 09:45:43	2016-07-26 09:45:43
73	74	22387098	2016-03-30 07:15:04	2016-07-26 09:45:44	2016-07-26 09:45:44
74	75	202144578	2016-03-30 07:15:24	2016-07-26 09:45:45	2016-07-26 09:45:45
75	76	577638	2016-03-30 09:28:10	2016-07-26 09:45:46	2016-07-26 09:45:46
76	77	133866299	2016-03-30 16:31:58	2016-07-26 09:45:46	2016-07-26 09:45:46
77	78	49761754	2016-04-06 09:36:23	2016-07-26 09:45:47	2016-07-26 09:45:47
78	79	151955141	2016-04-06 09:36:28	2016-07-26 09:45:48	2016-07-26 09:45:48
79	80	127241104	2016-04-06 09:36:27	2016-07-26 09:45:49	2016-07-26 09:45:49
80	81	13425271	2016-04-06 09:36:21	2016-07-26 09:45:49	2016-07-26 09:45:49
81	82	19076988	2016-04-06 09:36:21	2016-07-26 09:45:50	2016-07-26 09:45:50
82	83	192174949	2016-04-06 09:36:31	2016-07-26 09:45:52	2016-07-26 09:45:52
83	84	51071828	2016-04-08 13:47:04	2016-07-26 09:45:53	2016-07-26 09:45:53
84	85	1511413	2016-04-08 13:47:00	2016-07-26 09:45:53	2016-07-26 09:45:53
85	86	50786575	2016-04-13 06:58:21	2016-07-26 09:45:54	2016-07-26 09:45:54
86	87	170175429	2016-04-13 06:58:27	2016-07-26 09:45:55	2016-07-26 09:45:55
87	88	141042803	2016-04-13 06:58:26	2016-07-26 09:45:56	2016-07-26 09:45:56
88	89	62878055	2016-04-13 06:58:22	2016-07-26 09:45:56	2016-07-26 09:45:56
89	90	140561408	2016-04-20 08:47:05	2016-07-26 09:45:57	2016-07-26 09:45:57
90	91	71340915	2016-04-20 08:47:01	2016-07-26 09:45:58	2016-07-26 09:45:58
91	92	196171534	2016-04-20 08:47:09	2016-07-26 09:45:59	2016-07-26 09:45:59
92	93	512527	2016-04-20 08:46:57	2016-07-26 09:45:59	2016-07-26 09:45:59
93	94	2783439	2016-04-20 08:46:57	2016-07-26 09:46:00	2016-07-26 09:46:00
94	95	136128331	2016-04-20 08:47:05	2016-07-26 09:46:01	2016-07-26 09:46:01
95	96	186200478	2016-04-20 08:47:47	2016-07-26 09:46:02	2016-07-26 09:46:02
96	97	123260850	2016-04-20 12:31:31	2016-07-26 09:46:03	2016-07-26 09:46:03
97	98	454838707	2016-05-04 12:39:31	2016-07-26 09:46:04	2016-07-26 09:46:04
98	99	419271044	2016-05-04 12:39:33	2016-07-26 09:46:05	2016-07-26 09:46:05
99	100	144686298	2016-05-04 12:39:18	2016-07-26 09:46:06	2016-07-26 09:46:06
100	101	891020514	2016-05-04 12:39:57	2016-07-26 09:46:06	2016-07-26 09:46:06
101	102	10775204	2016-05-04 12:39:02	2016-07-26 09:46:07	2016-07-26 09:46:07
102	103	85938257	2016-05-04 12:39:06	2016-07-26 09:46:07	2016-07-26 09:46:07
103	104	139809214	2016-05-04 12:39:09	2016-07-26 09:46:08	2016-07-26 09:46:08
104	105	183471498	2016-05-04 12:39:13	2016-07-26 09:46:09	2016-07-26 09:46:09
105	106	48892453	2016-05-04 12:52:25	2016-07-26 09:46:09	2016-07-26 09:46:09
106	107	48247652	2016-05-04 13:49:28	2016-07-26 09:46:10	2016-07-26 09:46:10
107	108	138614219	2016-05-13 02:04:39	2016-07-26 09:46:11	2016-07-26 09:46:11
108	109	128456332	2016-05-13 02:04:39	2016-07-26 09:46:11	2016-07-26 09:46:11
109	110	25483624	2016-05-13 02:04:32	2016-07-26 09:46:12	2016-07-26 09:46:12
110	111	395	2016-05-13 02:04:31	2016-07-26 09:46:13	2016-07-26 09:46:13
111	112	225887985	2016-05-13 02:04:43	2016-07-26 09:46:13	2016-07-26 09:46:13
112	113	190473738	2016-05-13 02:04:43	2016-07-26 09:46:14	2016-07-26 09:46:14
113	114	14339958	2016-05-13 02:04:33	2016-07-26 09:46:15	2016-07-26 09:46:15
114	115	5103	2016-05-13 02:04:34	2016-07-26 09:46:15	2016-07-26 09:46:15
115	116	15773584	2016-05-13 02:04:35	2016-07-26 09:46:16	2016-07-26 09:46:16
116	117	49860803	2016-05-18 09:09:39	2016-07-26 09:46:16	2016-07-26 09:46:16
117	118	118361734	2016-05-18 09:09:44	2016-07-26 09:46:17	2016-07-26 09:46:17
118	119	107659414	2016-05-18 09:09:43	2016-07-26 09:46:18	2016-07-26 09:46:18
119	120	99029399	2016-05-18 09:09:42	2016-07-26 09:46:18	2016-07-26 09:46:18
120	121	192286883	2016-05-18 09:09:47	2016-07-26 09:46:19	2016-07-26 09:46:19
121	122	2343	2016-05-18 12:32:00	2016-07-26 09:46:20	2016-07-26 09:46:20
122	123	131724768	2016-05-19 08:22:11	2016-07-26 09:46:20	2016-07-26 09:46:20
123	124	14106576	2016-05-19 08:21:58	2016-07-26 09:46:21	2016-07-26 09:46:21
124	125	89972858	2016-06-01 08:33:18	2016-07-26 09:46:21	2016-07-26 09:46:21
125	126	226584622	2016-06-01 08:33:30	2016-07-26 09:46:22	2016-07-26 09:46:22
126	127	157891151	2016-06-01 08:33:24	2016-07-26 09:46:23	2016-07-26 09:46:23
127	128	183538836	2016-06-01 08:33:27	2016-07-26 09:46:24	2016-07-26 09:46:24
128	129	213431051	2016-06-08 09:00:33	2016-07-26 09:46:24	2016-07-26 09:46:24
129	130	230919989	2016-06-08 09:00:34	2016-07-26 09:46:25	2016-07-26 09:46:25
130	131	248748523	2016-06-08 09:00:35	2016-07-26 09:46:26	2016-07-26 09:46:26
131	132	1852559729	2016-06-17 15:19:07	2016-07-26 09:46:27	2016-07-26 09:46:27
132	133	297990260	2016-06-17 08:21:21	2016-07-26 09:46:27	2016-07-26 09:46:27
133	134	155146911	2016-06-17 08:21:11	2016-07-26 09:46:28	2016-07-26 09:46:28
134	135	174977024	2016-06-17 08:21:09	2016-07-26 09:46:29	2016-07-26 09:46:29
135	136	172224082	2016-06-17 08:21:12	2016-07-26 09:46:30	2016-07-26 09:46:30
136	137	162941394	2016-06-17 08:21:12	2016-07-26 09:46:30	2016-07-26 09:46:30
137	138	193803133	2016-06-17 08:21:22	2016-07-26 09:46:31	2016-07-26 09:46:31
138	139	90365005	2016-06-17 08:21:18	2016-07-26 09:46:32	2016-07-26 09:46:32
139	140	134056776	2016-06-17 08:21:22	2016-07-26 09:46:33	2016-07-26 09:46:33
140	141	205365760	2016-06-17 08:21:28	2016-07-26 09:46:33	2016-07-26 09:46:33
141	142	195297717	2016-06-17 11:27:17	2016-07-26 09:46:34	2016-07-26 09:46:34
142	143	5795371	2016-06-17 13:30:29	2016-07-26 09:46:35	2016-07-26 09:46:35
143	144	1038890404	2016-06-22 08:51:48	2016-07-26 09:46:35	2016-07-26 09:46:35
144	145	223635857	2016-06-22 08:51:20	2016-07-26 09:46:36	2016-07-26 09:46:36
145	146	52352317	2016-06-22 15:27:41	2016-07-26 09:46:37	2016-07-26 09:46:37
146	147	857003366	2016-06-24 16:00:17	2016-07-26 09:46:37	2016-07-26 09:46:37
147	148	892199746	2016-06-24 16:00:21	2016-07-26 09:46:38	2016-07-26 09:46:38
148	149	905806324	2016-06-24 16:00:34	2016-07-26 09:46:39	2016-07-26 09:46:39
149	150	407290996	2016-06-29 09:46:40	2016-07-26 09:46:40	2016-07-26 09:46:40
150	151	140512088	2016-06-29 09:46:25	2016-07-26 09:46:40	2016-07-26 09:46:40
151	152	212675637	2016-06-29 09:46:29	2016-07-26 09:46:41	2016-07-26 09:46:41
152	153	105847675	2016-06-29 09:46:23	2016-07-26 09:46:42	2016-07-26 09:46:42
153	154	234411158	2016-06-29 09:46:34	2016-07-26 09:46:42	2016-07-26 09:46:42
154	155	199036138	2016-06-29 09:46:34	2016-07-26 09:46:43	2016-07-26 09:46:43
155	156	28145994	2016-06-29 09:46:31	2016-07-26 09:46:44	2016-07-26 09:46:44
156	157	200838822	2016-07-06 07:44:56	2016-07-26 09:46:45	2016-07-26 09:46:45
157	158	195181195	2016-07-06 07:44:56	2016-07-26 09:46:45	2016-07-26 09:46:45
158	159	200192822	2016-07-06 07:44:56	2016-07-26 09:46:46	2016-07-26 09:46:46
159	160	149146793	2016-07-12 16:10:38	2016-07-26 09:46:47	2016-07-26 09:46:47
160	161	160021852	2016-07-12 16:10:38	2016-07-26 09:46:48	2016-07-26 09:46:48
161	162	163424865	2016-07-12 16:10:38	2016-07-26 09:46:48	2016-07-26 09:46:48
162	163	200736708	2016-07-13 07:11:22	2016-07-26 09:46:49	2016-07-26 09:46:49
163	164	184636840	2016-07-13 11:50:49	2016-07-26 09:46:50	2016-07-26 09:46:50
164	165	572449625	2016-07-19 14:18:25	2016-07-26 09:46:51	2016-07-26 09:46:51
165	166	162752853	2016-07-19 14:18:06	2016-07-26 09:46:51	2016-07-26 09:46:51
166	167	133317415	2016-07-19 14:18:04	2016-07-26 09:46:52	2016-07-26 09:46:52
167	168	222910644	2016-07-20 07:17:23	2016-07-26 09:46:53	2016-07-26 09:46:53
168	169	221776963	2016-07-20 12:56:35	2016-07-26 09:46:54	2016-07-26 09:46:54
170	171	57589963	2016-07-22 06:48:00	2016-07-26 09:46:55	2016-07-26 09:46:55
171	172	205963809	2016-07-22 06:48:10	2016-07-26 09:46:56	2016-07-26 09:46:56
173	170	115172092	2016-07-20 13:19:30	2016-07-26 10:04:45	2016-07-26 10:04:45
174	173	27919557	2016-08-02 12:42:13	2016-08-02 12:43:02	2016-08-02 12:43:02
175	174	179254792	2016-08-02 12:42:44	2016-08-02 12:43:02	2016-08-02 12:43:02
176	175	244977989	2016-08-02 12:42:51	2016-08-02 12:43:02	2016-08-02 12:43:02
177	176	295812957	2016-08-02 12:42:57	2016-08-02 12:43:02	2016-08-02 12:43:02
178	177	59200379	2016-08-02 12:42:22	2016-08-02 12:43:02	2016-08-02 12:43:02
179	178	269342418	2016-08-02 16:07:43	2016-08-02 16:08:01	2016-08-02 16:08:01
180	179	216451187	2016-08-03 04:31:56	2016-08-03 04:32:01	2016-08-03 04:32:01
181	180	38158231	2016-08-03 09:35:35	2016-08-03 09:36:02	2016-08-03 09:36:02
182	181	19192893	2016-08-03 12:44:21	2016-08-03 17:30:24	2016-08-03 17:30:24
183	182	257398397	2016-08-09 14:12:12	2016-08-09 14:13:03	2016-08-09 14:13:03
184	183	135212843	2016-08-09 14:12:10	2016-08-09 14:13:05	2016-08-09 14:13:05
185	184	254326118	2016-08-09 14:12:15	2016-08-09 14:13:06	2016-08-09 14:13:06
186	185	131322595	2016-08-10 08:57:05	2016-08-10 08:58:02	2016-08-10 08:58:02
187	186	158245702	2016-08-11 12:30:23	2016-08-11 12:31:02	2016-08-11 12:31:02
188	187	213181059	2016-08-23 08:20:18	2016-08-23 08:21:02	2016-08-23 08:21:02
189	188	80750948	2016-08-23 08:20:12	2016-08-23 08:21:02	2016-08-23 08:21:02
190	189	116819541	2016-08-23 11:59:08	2016-08-23 12:00:02	2016-08-23 12:00:02
191	190	190758034	2016-08-24 06:23:22	2016-08-24 06:24:02	2016-08-24 06:24:02
192	191	281308395	2016-08-30 09:44:24	2016-08-30 09:45:02	2016-08-30 09:45:02
193	192	162247145	2016-08-30 09:43:51	2016-08-30 09:45:02	2016-08-30 09:45:02
194	193	1158987413	2016-08-30 09:47:49	2016-08-30 09:48:01	2016-08-30 09:48:01
195	194	433407376	2016-08-30 12:45:17	2016-08-30 12:46:02	2016-08-30 12:46:02
196	195	193901959	2016-08-31 07:04:18	2016-08-31 07:05:15	2016-08-31 07:05:15
197	196	22398056	2016-08-31 09:24:00	2016-08-31 09:25:01	2016-08-31 09:25:01
198	197	189522865	2016-08-31 13:21:47	2016-08-31 13:22:01	2016-08-31 13:22:01
199	198	264803974	2016-09-13 07:46:08	2016-09-13 07:47:06	2016-09-13 07:47:06
200	199	176547845	2016-09-13 07:45:58	2016-09-13 07:47:06	2016-09-13 07:47:06
201	200	276863303	2016-09-13 07:46:04	2016-09-13 07:47:06	2016-09-13 07:47:06
202	201	127523087	2016-09-13 07:45:53	2016-09-13 07:47:06	2016-09-13 07:47:06
203	202	156376980	2016-09-13 07:45:55	2016-09-13 07:47:06	2016-09-13 07:47:06
204	203	195410251	2016-09-13 07:45:59	2016-09-13 07:47:06	2016-09-13 07:47:06
205	204	154543891	2016-09-28 06:53:57	2016-09-28 06:54:03	2016-09-28 06:54:03
206	205	586991264	2016-09-28 06:54:12	2016-09-28 06:55:02	2016-09-28 06:55:02
